-10.000000	0.000000	0.000000
-9.950000	0.000000	0.000000
-9.900000	0.000000	0.000000
-9.850000	0.000000	0.000000
-9.800000	0.000000	0.000000
-9.750000	0.000000	0.000000
-9.700000	0.000000	0.000000
-9.650000	0.000000	0.000000
-9.600000	0.000000	0.000000
-9.550000	0.000000	0.000000
-9.500000	0.000000	0.000000
-9.450000	0.000000	0.000000
-9.400000	0.000000	0.000000
-9.350000	0.000000	0.000000
-9.300000	0.000000	0.000000
-9.250000	0.000000	0.000000
-9.200000	0.000000	0.000000
-9.150000	0.000000	0.000000
-9.100000	0.000000	0.000000
-9.050000	0.000000	0.000000
-9.000000	0.000000	0.000000
-8.950000	0.000000	0.000000
-8.900000	0.000000	0.000000
-8.850000	0.000000	0.000000
-8.800000	0.000000	0.000000
-8.750000	0.000000	0.000000
-8.700000	0.000000	0.000000
-8.650000	0.000000	0.000000
-8.600000	0.000000	0.000000
-8.550000	0.000000	0.000000
-8.500000	0.000000	0.000000
-8.450000	0.000000	0.000000
-8.400000	0.000000	0.000000
-8.350000	0.000000	0.000000
-8.300000	0.000000	0.000000
-8.250000	0.000000	0.000000
-8.200000	0.000000	0.000000
-8.150000	0.000000	0.000000
-8.100000	0.000000	0.000000
-8.050000	0.000000	0.000000
-8.000000	0.000000	0.000000
-7.950000	0.000000	0.000000
-7.900000	0.000000	0.000000
-7.850000	0.000000	0.000000
-7.800000	0.000000	0.000000
-7.750000	0.000000	0.000000
-7.700000	0.000000	0.000000
-7.650000	0.000000	0.000000
-7.600000	0.000000	0.000000
-7.550000	0.000000	0.000000
-7.500000	0.000000	0.000000
-7.450000	0.000000	0.000000
-7.400000	0.000000	0.000000
-7.350000	0.000000	0.000000
-7.300000	0.000000	0.000000
-7.250000	0.000000	0.000000
-7.200000	0.000000	0.000000
-7.150000	0.000000	0.000000
-7.100000	0.000000	0.000000
-7.050000	0.000000	0.000000
-7.000000	0.000000	0.000000
-6.950000	0.000000	0.000000
-6.900000	0.000000	0.000000
-6.850000	0.000000	0.000000
-6.800000	0.000000	0.000000
-6.750000	0.000000	0.000000
-6.700000	0.000000	0.000000
-6.650000	0.000000	0.000000
-6.600000	0.000000	0.000000
-6.550000	0.000000	0.000000
-6.500000	0.000000	0.000000
-6.450000	0.000000	0.000000
-6.400000	0.000000	0.000000
-6.350000	0.000000	0.000000
-6.300000	0.000000	0.000000
-6.250000	0.000000	0.000000
-6.200000	0.000000	0.000000
-6.150000	0.000000	0.000000
-6.100000	0.000000	0.000000
-6.050000	0.000000	0.000000
-6.000000	0.000000	0.000000
-5.950000	0.000000	0.000000
-5.900000	0.000000	0.000000
-5.850000	0.000000	0.000000
-5.800000	0.000000	0.000000
-5.750000	0.000000	0.000000
-5.700000	0.000000	0.000000
-5.650000	0.000000	0.000000
-5.600000	0.000000	0.000000
-5.550000	0.000000	0.000000
